t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
525610970,6471388,6477229,16331,4294966878,4294964829,1032,4294966654,4294967222,13875,7505,6691,610,4294966843,605,16404,4294963884,2189,1293,4294966885,355,4294966706,4294966706,4294966706
525616938,6471581,6477401,16356,4294966970,4294964651,1326,4294966771,4294967273,13716,7844,6564,775,4294966921,706,16416,4294963943,2153,1159,4294966945,449,4294966728,4294966728,4294966728
525622951,6471420,6477658,16243,4294967121,4294964598,1438,4294966897,60,13536,8022,6546,1100,4294966979,880,16353,4294963942,2147,1082,4294966916,522,4294966716,4294966716,4294966716
525628951,6470764,6477064,16153,115,4294964766,1411,4294966912,223,13451,8225,6422,1503,4294966990,1020,16412,4294963942,2296,1142,4294966813,668,4294966722,4294966722,4294966722
525634957,6471342,6477517,16327,95,4294964816,1211,4294966835,408,13518,8390,6198,1822,4294966962,1091,16805,4294964144,1993,777,4294966758,576,4294966714,4294966714,4294966714
525640950,6471350,6477492,16445,98,4294964811,1016,4294966706,573,13569,8205,6112,1953,4294966814,1139,16710,4294964253,2008,805,4294966914,696,4294966720,4294966720,4294966720
525646956,6470124,6476044,16580,160,4294964827,885,4294966642,657,14089,8180,5660,2049,4294966689,1140,16249,4294964429,2103,1118,4294966872,787,4294966719,4294966719,4294966719
525652952,6470817,6476829,16779,57,4294964835,805,4294966511,673,14202,8005,5284,2189,4294966757,1225,16456,4294964535,1947,1441,4294966749,935,4294966720,4294966720,4294966720
525658935,6471038,6477248,16744,4294967271,4294964724,825,4294966348,652,14125,7653,5060,2500,4294966711,1156,16506,4294964679,1746,1383,4294966925,888,4294966730,4294966730,4294966730
525664946,6471294,6477460,16709,4294967182,4294964584,801,4294966249,624,14011,7528,4945,2590,4294966919,1190,16414,4294964689,1887,1381,4294967073,944,4294966724,4294966724,4294966724
525670961,6470519,6476576,16641,4294967099,4294964330,852,4294966237,564,14113,7726,5104,2540,4294967085,938,16306,4294964580,1919,1472,4294967158,951,4294966709,4294966709,4294966709
525676951,6470999,6477109,16279,4294967113,4294964282,742,4294966004,571,14077,7844,5241,2229,4294967242,974,16258,4294964564,1943,1495,4294967173,1000,4294966716,4294966716,4294966716
525682950,6470753,6477278,16499,4294967028,4294964131,841,4294966135,472,13865,7802,5561,1825,61,962,16313,4294964551,1887,1302,4294967199,957,4294966720,4294966720,4294966720
525688955,6469691,6476192,16402,4294966823,4294964053,969,4294966278,377,13502,7709,5938,1800,4294967230,884,16287,4294964535,1865,1244,4294967195,952,4294966717,4294966717,4294966717
525694947,6470453,6477198,16147,4294966838,4294963948,1198,4294966432,264,13546,7927,5963,2045,4294967173,860,16233,4294964563,1898,1187,4294967121,939,4294966721,4294966721,4294966721
525700946,6470750,6477614,15916,4294966720,4294963968,1448,4294966476,176,13505,8233,5776,2478,4294967261,979,16280,4294964550,1987,1162,4294966957,865,4294966722,4294966722,4294966722
525706951,6469218,6476240,15748,4294966600,4294964049,1764,4294966427,115,13486,8349,5297,2708,249,1094,16437,4294964505,1883,1149,4294966843,809,4294966720,4294966720,4294966720
525712946,6469562,6476307,15795,4294966781,4294963995,1810,4294966292,77,13374,8249,5096,3143,509,1162,16379,4294964408,1825,1222,4294966717,709,4294966721,4294966721,4294966721
525718951,6470182,6476770,15981,4294966865,4294963892,1779,4294966093,38,13407,8103,4691,3508,827,1193,16431,4294964379,1976,1263,4294966581,624,4294966719,4294966719,4294966719
525724955,6469513,6475813,16011,4294966885,4294963669,1829,4294965989,36,13407,8071,4697,3914,1080,1116,16416,4294964402,2128,1266,4294966392,540,4294966717,4294966717,4294966717
525730946,6469180,6475537,16232,4294966957,4294963349,1885,4294965981,21,13498,7947,4664,4245,1335,1024,16444,4294964349,2045,1351,4294966236,477,4294966721,4294966721,4294966721
525736970,6469483,6475777,16281,4294966968,4294963291,1882,4294966097,4294967264,13427,8005,4776,4485,1573,890,16394,4294964300,1867,1531,4294966107,490,4294966707,4294966707,4294966707
525742954,6469949,6475852,16314,4294966863,4294963338,1980,4294966207,4294967242,13256,7783,4850,4804,1548,902,16280,4294964228,1766,1766,4294966054,514,4294966715,4294966715,4294966715
525748949,6468898,6474846,16241,4294966895,4294963573,1960,4294966187,17,13403,8137,5074,4794,1529,818,16196,4294964229,1623,1897,4294966028,538,4294966717,4294966717,4294966717
525754952,6469577,6476526,16408,4294966718,4294963758,2059,4294966259,87,13624,8332,5378,4422,1798,826,16153,4294964154,1517,2049,4294966102,604,4294966720,4294966720,4294966720
525760942,6470536,6477425,16340,4294966652,4294964054,2208,4294966248,124,13538,8288,5603,4641,1707,904,16054,4294964062,1532,2227,4294966182,677,4294966726,4294966726,4294966726
525766965,6470663,6477720,16451,4294966439,4294964080,2265,4294966328,255,13632,7873,5618,4664,1627,985,16100,4294963996,1616,2363,4294966326,784,4294966712,4294966712,4294966712
525772961,6473165,6479718,16364,4294966348,4294964111,2397,4294966546,389,13689,8191,5842,5206,1469,967,16051,4294963935,1498,2295,4294966511,934,4294966710,4294966710,4294966710
525778972,6476098,6484550,16299,4294966191,4294964160,2458,4294966787,489,13715,8075,5692,5093,1387,1182,16029,4294963781,1404,2203,4294966561,1035,4294966705,4294966705,4294966705
525784961,6473640,6483090,16225,4294965990,4294964300,2547,4294967079,571,13794,8307,5606,5415,1169,1218,16180,4294963680,1417,2175,4294966618,1167,4294966713,4294966713,4294966713
525790948,6469614,6474920,16160,4294965931,4294964550,2655,74,649,14018,8541,5364,4884,1064,1407,16220,4294963522,1339,2181,4294966620,1274,4294966718,4294966718,4294966718
525796948,6467227,6471217,16105,4294965894,4294964748,2720,245,764,14034,7950,5333,4911,1017,1546,16285,4294963379,1402,2325,4294966567,1341,4294966723,4294966723,4294966723
525802955,6465914,6472219,16092,4294965882,4294964857,2719,277,843,14103,7954,5530,5368,1039,1518,16340,4294963277,1328,2374,4294966513,1401,4294966718,4294966718,4294966718
525808955,6465415,6472117,16194,4294965932,4294965068,2726,214,946,14250,7716,5659,5104,1159,1551,16330,4294963316,1283,2598,4294966473,1465,4294966720,4294966720,4294966720
525814934,6467080,6473415,16271,4294965927,4294965106,2689,32,1068,14218,7451,5501,5321,1260,1502,16321,4294963281,1331,2593,4294966356,1459,4294966731,4294966731,4294966731
525820940,6468620,6475425,16335,4294965846,4294965059,2813,4294967081,1135,14040,7329,5523,5600,1209,1476,16113,4294963341,1453,2674,4294966298,1453,4294966727,4294966727,4294966727
525826949,6468341,6475772,16310,4294965801,4294964960,3028,4294966941,1207,13905,6770,5505,5401,1427,1394,15855,4294963131,1449,2756,4294966372,1466,4294966722,4294966722,4294966722
525832944,6468967,6476540,16246,4294965706,4294964925,3147,4294966779,1259,13874,6665,5521,5524,1758,1238,15730,4294963103,1351,2795,4294966510,1430,4294966721,4294966721,4294966721
525838962,6469521,6477134,16192,4294965583,4294964888,3227,4294966739,1247,13857,6364,5325,5007,1916,1204,15728,4294962905,1237,2649,4294966608,1397,4294966710,4294966710,4294966710
525844941,6469482,6476887,16092,4294965493,4294965072,3291,4294966729,1193,13837,6138,5547,4991,1877,1107,15475,4294962780,1095,2464,4294966681,1362,4294966724,4294966724,4294966724
525850952,6469407,6476939,15831,4294965261,4294965222,3278,4294966772,1135,13902,5672,5530,5410,1838,900,15391,4294962582,846,2089,4294966782,1321,4294966719,4294966719,4294966719
525856944,6470192,6477669,15689,4294965219,4294965464,3281,4294966812,1004,13977,6267,5683,5281,1922,918,15283,4294962359,695,2003,4294966810,1345,4294966723,4294966723,4294966723
525862956,6470041,6477542,15400,4294965184,4294965631,3259,4294966754,918,13978,5815,5698,4855,1793,852,15288,4294962232,466,1919,4294966829,1271,4294966716,4294966716,4294966716
525868954,6469476,6477040,15241,4294965312,4294965750,3194,4294966626,841,14065,5915,5849,5086,1747,769,15352,4294962246,423,1860,4294966917,1210,4294966717,4294966717,4294966717
525874985,6470274,6478101,15216,4294965437,4294965758,3110,4294966474,839,14038,5572,5749,4666,1637,808,15096,4294961782,587,2084,4294966918,1039,4294966695,4294966695,4294966695
525880961,6470184,6477553,15225,4294965591,4294965943,3072,4294966355,876,14132,5822,5716,4690,1438,891,15231,4294962109,462,2052,4294966845,966,4294966715,4294966715,4294966715
525886958,6469599,6476843,15259,4294965783,4294966051,2948,4294966287,936,14088,5606,5569,4265,1206,1004,15063,4294961813,131,1396,4294967042,1132,4294966713,4294966713,4294966713
525892950,6469599,6476866,15350,4294965913,4294966159,2742,4294966230,971,14086,5331,5550,4714,1052,1014,15031,4294961950,4294967277,1189,4294967170,1176,4294966718,4294966718,4294966718
525898948,6470152,6477226,15471,4294965945,4294966265,2492,4294966244,1060,13990,5657,5606,4104,958,989,15091,4294961858,4294967218,784,196,1287,4294966720,4294966720,4294966720
525904960,6469863,6477100,15630,4294965918,4294966363,2293,4294966448,1060,14155,5476,5723,3132,844,1068,15042,4294961452,13,551,393,1362,4294966711,4294966711,4294966711
525910948,6469717,6476987,15634,4294966004,4294966404,2049,4294966720,997,14174,5194,5493,2936,674,1016,15184,4294961403,107,332,332,1433,4294966721,4294966721,4294966721
525917006,6470992,6478364,15704,4294966086,4294966551,1932,4294967099,886,14221,4970,5634,3118,430,973,15233,4294961226,276,452,158,1495,4294966687,4294966687,4294966687
525922950,6470897,6478218,15823,4294966381,4294966714,1668,175,786,14410,4987,5543,3350,5,855,15648,4294961136,77,385,4294967207,1652,4294966717,4294966717,4294966717
525928963,6470226,6477425,15953,4294966498,4294966946,1429,519,705,14366,5422,5463,3733,4294967136,701,16383,4294961094,24,465,158,1859,4294966709,4294966709,4294966709
525934949,6471614,6478768,16110,4294966755,4294967239,1216,718,617,14498,5601,5658,3550,4294967140,640,16512,4294960875,4294967283,346,4294967208,1750,4294966721,4294966721,4294966721
525940949,6472132,6479468,16395,4294966947,296,855,761,536,14593,5713,5859,3297,4294967154,470,16900,4294960966,109,309,4294967218,1768,4294966718,4294966718,4294966718
525946953,6471510,6478712,16742,4294967124,424,461,727,464,14780,5949,5930,3081,4294967242,376,17103,4294961043,223,324,4294967174,1622,4294966716,4294966716,4294966716
525952945,6472559,6479751,17026,109,622,199,587,369,14833,6124,6038,2716,142,234,17413,4294961079,306,95,4294967240,1534,4294966725,4294966725,4294966725
525958953,6473026,6480215,17347,278,624,4294967137,404,292,15018,6341,6242,2316,324,104,17499,4294961027,380,37,91,1400,4294966721,4294966721,4294966721
525964946,6473269,6480555,17677,484,593,4294966922,177,113,15147,6607,6323,1897,426,4294967231,17608,4294961014,557,4294967123,278,1218,4294966719,4294966719,4294966719
525970956,6473325,6480379,18057,623,374,4294966694,18,4294967228,15314,6823,6611,1582,543,4294967187,17721,4294961172,574,4294966965,519,1066,4294966717,4294966717,4294966717
525976953,6474162,6481130,18181,871,14,4294966680,4294967291,4294966964,15375,7139,6694,1206,528,4294967137,17772,4294961331,801,4294966783,822,933,4294966716,4294966716,4294966716
525982942,6474149,6481209,18420,911,4294966938,4294966502,62,4294966681,15426,7306,6846,749,540,4294967102,17726,4294961536,894,4294966697,1123,836,4294966726,4294966726,4294966726
525988952,6473221,6480140,18461,1078,4294966654,4294966304,310,4294966368,15388,7322,7012,344,523,4294967052,17662,4294961620,957,4294966634,1386,704,4294966716,4294966716,4294966716
525994936,6473687,6480598,18356,1096,4294966634,4294965812,469,4294966089,15273,7309,7088,4294967130,445,4294966974,17658,4294961704,903,4294966553,1614,532,4294966728,4294966728,4294966728
526000964,6473979,6481129,18244,919,4294966453,4294965187,619,4294965822,15144,7090,7096,4294966579,438,4294966907,17544,4294961670,825,4294966403,1820,361,4294966711,4294966711,4294966711
526006943,6472770,6479384,18054,822,4294966364,4294964522,796,4294965559,14853,6891,7085,4294965982,413,4294966734,17458,4294961760,804,4294966283,1999,144,4294966722,4294966722,4294966722
