t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
1256450841,6464950,6475818,15371,4194,3492,601,241,262,12481,7378,8596,866,1230,4294966486,15183,4294963072,6013,430,4294967107,4294967010,4294966719,4294966719,4294966719
1256456838,6465094,6475656,15405,4090,3465,529,195,275,12228,7384,8779,971,1236,4294966484,15086,4294962913,6047,4294967143,4294966925,4294966629,4294966722,4294966722,4294966722
1256462863,6464778,6475459,15430,4062,3432,399,105,246,12492,7590,8748,1120,940,4294966390,15228,4294962614,6090,4294967279,4294966984,4294966587,4294966707,4294966707,4294966707
1256468848,6464325,6475438,15418,3954,3478,242,62,191,12374,7601,8899,1064,695,4294966457,15377,4294962592,6075,4294967239,4294967062,4294966511,4294966716,4294966716,4294966716
1256474842,6464933,6475503,15410,3833,3430,83,34,77,12247,7659,8974,1139,403,4294966411,15391,4294962781,6068,789,293,4294966793,4294966723,4294966723,4294966723
1256480858,6464401,6474736,15488,3722,3420,4294967210,9,4294967241,12487,7702,9072,1030,177,4294966431,14805,4294962963,6253,235,243,4294966618,4294966708,4294966708,4294966708
1256486842,6463899,6474546,15388,3613,3370,4294967045,16,4294967097,12513,7709,9054,883,57,4294966518,15005,4294962881,6019,4294967188,4294967223,4294966536,4294966718,4294966718,4294966718
1256492837,6464510,6474834,15445,3569,3479,4294966937,66,4294966955,12484,7652,9055,814,4294967252,4294966581,15238,4294962829,5779,4294967131,4294967283,4294966732,4294966724,4294966724,4294966724
1256500838,6464246,6474463,15384,3530,3591,4294966832,105,4294966764,12608,7562,8978,657,4294967254,4294966669,15270,4294963010,5854,4294967091,41,4294966966,4294966723,4294966723,4294966723
1256506853,6464121,6475365,15434,3533,3589,4294966808,92,4294966668,12511,7482,8988,587,55,4294966793,15364,4294962975,6004,4294966906,4294967284,4294966980,4294966713,4294966713,4294966713
1256512853,6464073,6474507,15417,3477,3562,4294966841,90,4294966584,12335,7478,8835,467,149,4294966753,15408,4294962848,6059,4294966817,4294967211,4294967019,4294966714,4294966714,4294966714
1256518856,6464388,6474482,15434,3627,3671,4294966896,31,4294966522,12232,7360,8803,359,164,4294966716,15329,4294962694,6183,4294966926,4294967198,4294967110,4294966714,4294966714,4294966714
1256524840,6463377,6474500,15424,3628,3645,4294967003,4294967270,4294966480,12228,7355,8790,258,306,4294966668,15358,4294962668,6204,4294966943,4294967218,4294966958,4294966721,4294966721,4294966721
1256532850,6463616,6475188,15472,3681,3615,4294967157,4294967172,4294966519,12263,7341,8646,266,547,4294966595,15291,4294962554,6181,4294967123,4294967268,4294966841,4294966715,4294966715,4294966715
1256540855,6466074,6477248,15522,3707,3607,4294967289,4294967149,4294966579,12269,7404,8578,215,675,4294966471,15118,4294962769,6119,4294967210,52,4294966704,4294966712,4294966712,4294966712
1256546841,6468252,6479937,15503,3806,3432,55,4294967104,4294966640,12222,7451,8692,248,859,4294966463,15184,4294962808,6028,4294967090,140,4294966447,4294966721,4294966721,4294966721
1256552864,6470974,6483760,15547,3725,3460,96,4294967124,4294966666,12295,7563,8652,236,835,4294966353,15289,4294962734,5854,4294967038,343,4294966508,4294966706,4294966706,4294966706
1256558845,6469119,6481801,15545,3660,3404,51,4294967149,4294966655,12285,7618,8660,190,845,4294966332,15238,4294963130,6018,4294967120,470,4294966591,4294966721,4294966721,4294966721
1256564835,6463833,6472903,15488,3646,3475,4294967268,4294967180,4294966646,12418,7696,8682,173,731,4294966299,15118,4294963105,6133,4294966894,496,4294966337,4294966726,4294966726,4294966726
1256570847,6460650,6468318,15419,3551,3579,4294967179,4294967173,4294966578,12445,7755,8797,184,751,4294966333,15261,4294962960,6142,4294966995,570,4294966407,4294966714,4294966714,4294966714
1256578849,6460009,6469774,15357,3530,3660,4294966970,4294967185,4294966474,12368,7748,9064,176,689,4294966393,15299,4294962982,6358,4294967224,649,4294966379,4294966718,4294966718,4294966718
1256584839,6460749,6471707,15422,3480,3665,4294966871,4294967162,4294966379,12073,7678,9239,67,602,4294966412,15088,4294963137,6443,64,718,4294966383,4294966725,4294966725,4294966725
1256590842,6461854,6472512,15424,3515,3664,4294966851,4294967130,4294966321,11979,7661,8979,4294967292,459,4294966332,15072,4294963115,6506,52,740,4294966329,4294966723,4294966723,4294966723
1256596836,6463492,6474225,15430,3559,3583,4294966921,4294967097,4294966280,11977,7605,8863,4294967078,471,4294966318,15023,4294962997,6441,177,834,4294966363,4294966721,4294966721,4294966721
1256602854,6463535,6474826,15471,3654,3660,4294967009,4294967140,4294966294,11822,7478,9027,4294967006,514,4294966282,14934,4294962928,6279,221,906,4294966380,4294966710,4294966710,4294966710
1256610850,6463821,6475433,15386,3687,3548,4294967171,4294967270,4294966300,11870,7477,9045,4294966944,835,4294966168,14936,4294963035,6307,188,898,4294966413,4294966715,4294966715,4294966715
1256618841,6464383,6475417,15266,3775,3652,4294967265,171,4294966338,11837,7486,8756,4294966900,1055,4294966061,14918,4294963055,6236,67,953,4294966568,4294966722,4294966722,4294966722
1256624845,6464285,6476111,15222,3828,3845,4294967285,347,4294966363,11839,7508,8759,4294966932,1076,4294966005,14834,4294963064,6179,7,983,4294966639,4294966716,4294966716,4294966716
1256630851,6464153,6475661,15107,3804,3973,24,439,4294966387,11941,7487,8999,4294966896,1148,4294966011,14828,4294963005,6127,4294967204,948,4294966647,4294966710,4294966710,4294966710
1256636855,6464813,6475933,14965,3950,4023,39,499,4294966405,12020,7614,9212,4294967001,1057,4294965980,14853,4294963021,6241,4294967210,808,4294966687,4294966714,4294966714,4294966714
1256642835,6463970,6475641,14899,3975,4030,4294967281,484,4294966474,12032,7575,9379,4294967161,915,4294966000,14836,4294962951,6561,32,680,4294966725,4294966724,4294966724,4294966724
1256648838,6463955,6475613,15005,4016,3996,4294967261,359,4294966548,11987,7568,9276,4294967188,753,4294966027,14821,4294962945,6723,103,589,4294966708,4294966723,4294966723,4294966723
1256654843,6464509,6476033,15005,3978,3822,4,159,4294966635,12032,7589,9212,4294967101,639,4294966075,14890,4294962890,6766,200,517,4294966691,4294966718,4294966718,4294966718
1256660850,6465325,6476851,15252,3958,3653,105,4294967265,4294966732,12061,7571,9063,4294966965,530,4294966111,14897,4294962902,6674,294,460,4294966730,4294966714,4294966714,4294966714
1256666848,6464778,6476687,15320,3929,3570,151,4294967214,4294966757,12002,7538,8967,4294966796,430,4294966128,14953,4294962801,6588,391,502,4294966837,4294966715,4294966715,4294966715
1256672855,6465424,6477215,15361,3817,3480,82,4294967212,4294966771,12048,7550,8975,4294966617,381,4294966131,15014,4294962949,6568,307,495,4294966824,4294966714,4294966714,4294966714
1256678839,6465642,6477420,15372,3736,3386,4294967277,24,4294966730,12041,7518,9041,4294966539,349,4294966089,15149,4294962940,6610,97,489,4294966777,4294966722,4294966722,4294966722
