t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
1089834844,6463640,6473444,14216,5147,5841,4294966872,4294967085,4294967198,11124,6988,10747,733,633,4294966861,13308,4294963521,9178,67,381,4294967178,4294966719,4294966719,4294966719
1089840844,6463671,6473619,14218,5120,5845,4294966802,4294967121,4294967137,11163,7082,10727,749,477,4294966906,13330,4294963607,9232,85,304,4294967159,4294966719,4294966719,4294966719
1089846842,6463960,6473954,14181,5096,5999,4294966755,4294967135,4294967066,11198,7212,10674,806,396,4294966947,13325,4294963748,9194,128,261,4294967166,4294966723,4294966723,4294966723
1089852838,6464389,6474276,14020,5088,6140,4294966775,4294967129,4294967015,11270,7182,10747,764,330,4294967050,13399,4294963782,9174,105,159,4294967197,4294966725,4294966725,4294966725
1089858838,6463824,6473912,13935,5138,6277,4294966755,4294967134,4294966973,11317,7182,10747,699,249,4294967140,13468,4294963732,9220,97,96,4294967266,4294966725,4294966725,4294966725
1089864836,6463591,6473441,13834,5162,6267,4294966730,4294967075,4294966966,11319,7200,10941,672,186,4294967232,13624,4294963654,9028,184,99,4,4294966725,4294966725,4294966725
1089870852,6464151,6473949,13851,5299,6343,4294966749,4294966940,4294967012,11296,7210,10934,730,151,4294967294,13528,4294963762,8940,363,144,102,4294966713,4294966713,4294966713
1089876866,6463881,6473931,13973,5417,6272,4294966832,4294966783,4294967071,11291,7126,11086,774,224,89,13501,4294963871,9036,504,216,108,4294966706,4294966706,4294966706
1089882831,6463736,6473896,14032,5433,6048,4294966957,4294966634,4294967183,11275,7092,10934,711,377,137,13536,4294963856,9165,483,229,199,4294966726,4294966726,4294966726
1089888845,6464149,6474032,14140,5529,5865,4294967116,4294966586,4294967237,11241,7149,10656,669,452,148,13424,4294963777,9387,340,237,302,4294966720,4294966720,4294966720
1089894846,6464132,6473980,14209,5514,5627,4294967197,4294966703,22,11303,7162,10374,605,588,136,13445,4294963693,9322,260,202,366,4294966718,4294966718,4294966718
1089900860,6463667,6473870,14258,5596,5548,4294967269,4294966854,29,11232,7236,10307,580,729,168,13367,4294963648,9280,275,150,326,4294966707,4294966707,4294966707
1089906863,6463948,6474032,14262,5539,5512,4294967233,4294967090,52,11303,7194,10358,581,816,105,13383,4294963662,9352,171,104,333,4294966705,4294966705,4294966705
1089912860,6464497,6474644,14281,5474,5513,4294967207,36,0,11215,7232,10323,679,796,66,13547,4294963634,9200,240,66,372,4294966713,4294966713,4294966713
1089918869,6463858,6474351,14220,5419,5684,4294967126,172,4294967240,11102,7272,10483,694,762,16,13562,4294963671,9135,254,56,373,4294966701,4294966701,4294966701
1089924847,6463885,6474438,14163,5346,5775,4294966996,283,4294967157,11078,7294,10535,786,645,7,13648,4294963664,9090,169,73,414,4294966719,4294966719,4294966719
1089930847,6464208,6474602,14017,5363,5742,4294966893,319,4294967115,11108,7326,10604,886,479,10,13696,4294963684,9161,204,10,428,4294966716,4294966716,4294966716
1089936850,6464670,6475275,13983,5342,5862,4294966838,342,4294967094,10948,7361,10646,825,365,8,13709,4294963680,8973,210,4294967274,413,4294966719,4294966719,4294966719
1089942854,6464604,6475369,13959,5277,5829,4294966833,294,4294967075,10982,7267,10563,735,194,36,13720,4294963717,8941,152,4294967205,440,4294966716,4294966716,4294966716
1089948845,6465021,6475677,13939,5220,5891,4294966853,246,4294967053,11000,7360,10532,668,129,64,13795,4294963699,8887,224,4294967239,449,4294966716,4294966716,4294966716
1089954846,6465136,6475993,13996,5240,5974,4294966923,196,4294967046,11039,7267,10617,580,124,103,13860,4294963763,8719,253,4294967250,512,4294966720,4294966720,4294966720
1089960836,6464355,6475792,14062,5251,6020,4294966973,119,4294967041,11082,7238,10517,590,120,101,13891,4294963694,8726,158,4294967261,589,4294966723,4294966723,4294966723
1089966852,6465321,6476321,14030,5313,6034,4294967012,59,4294967067,11148,7142,10534,579,166,100,13884,4294963659,8754,415,4294967227,687,4294966714,4294966714,4294966714
1089972838,6465859,6476424,14124,5308,6108,4294967057,4294967292,4294967071,11146,7110,10452,628,319,104,13900,4294963534,8954,554,4294967104,652,4294966722,4294966722,4294966722
1089978847,6465437,6476223,14121,5320,6072,4294967041,4294967286,4294967077,11202,7049,10385,659,462,91,13687,4294963604,9142,604,4294967054,637,4294966717,4294966717,4294966717
1089984852,6464612,6475904,14102,5295,6195,4294967054,4294967228,4294967058,11156,7038,10478,701,589,78,13736,4294963479,9259,556,4294966987,515,4294966715,4294966715,4294966715
1089990847,6464731,6475944,14168,5219,6149,4294966997,4294967156,4294967064,11228,7008,10418,728,661,79,13669,4294963626,9230,794,4294967004,517,4294966718,4294966718,4294966718
