t_us,ads_ch1,ads_ch2,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,dt0_us,dt1_us,dt2_us
937050841,6465768,6477298,13834,5099,6366,153,277,4294966998,10608,7628,10550,505,1351,4294966972,14116,4294964023,7937,4294967048,887,112,4294966724,4294966724,4294966724
937056828,6466370,6477496,13788,5094,6379,58,339,4294966978,10597,7789,10528,616,1194,4294967060,14054,4294963960,7903,4294966900,896,86,4294966730,4294966730,4294966730
937062832,6465893,6477173,13715,5191,6445,4294967215,361,4294966924,10634,7746,10642,719,975,4294967113,14143,4294963920,8033,4294966917,824,22,4294966724,4294966724,4294966724
937068848,6465116,6476634,13781,5145,6406,4294966971,372,4294966907,10632,7939,10649,829,675,4294967147,14056,4294963940,8174,4294967057,571,0,4294966720,4294966720,4294966720
937074854,6466165,6477287,13648,5241,6346,4294966991,344,4294966912,10647,7880,10637,749,376,4294967203,14316,4294963776,8347,4294966976,405,4294967096,4294966710,4294966710,4294966710
937080851,6465907,6476754,13754,5324,6434,4294966959,293,4294966969,10715,7789,10613,768,170,4294967218,14131,4294963916,8366,4294966988,217,4294967173,4294966715,4294966715,4294966715
937086855,6465390,6476331,13748,5287,6386,4294967058,160,4294967008,10697,7715,10621,688,4294967295,4294967235,14238,4294964028,8392,4294966976,17,4294967037,4294966714,4294966714,4294966714
937092867,6465397,6476731,13757,5365,6456,4294967107,40,4294967059,10751,7693,10592,542,4294967193,4294967215,14234,4294963891,8453,4294966889,4294967165,4294967133,4294966703,4294966703,4294966703
937100835,6465779,6476730,13908,5346,6471,4294967072,4294967106,4294967088,10800,7690,10581,392,4294967165,4294967212,14272,4294963879,8377,4294967117,4294967046,4294967108,4294966727,4294966727,4294966727
937108842,6465250,6476324,13927,5389,6471,4294967094,4294966942,4294967113,10811,7734,10611,276,4294967179,4294967192,14331,4294963902,8420,4294967177,4294967016,4294967069,4294966721,4294966721,4294966721
937116862,6465865,6476890,14016,5284,6433,4294966985,4294966825,4294967103,10928,7887,10676,187,4294967210,4294967202,14357,4294963871,8279,4294967290,4294967169,4294967170,4294966710,4294966710,4294966710
937124841,6464901,6476153,14100,5217,6379,4294966965,4294966813,4294967065,10990,7924,10664,74,4294967217,4294967227,14295,4294963955,8330,61,120,4294967235,4294966720,4294966720,4294966720
937130833,6465589,6476888,14157,5283,6387,4294966856,4294966860,4294967043,10923,7945,10686,77,0,4294967284,14371,4294963954,8293,8,195,4294967136,4294966727,4294966727,4294966727
937136836,6465668,6476518,14226,5054,6219,4294966818,4294966946,4294967034,10939,7945,10764,101,126,23,14504,4294963711,8207,134,352,4294967212,4294966727,4294966727,4294966727
937142840,6465517,6476551,14173,5101,6292,4294966942,4294966996,4294967000,10932,7937,10784,163,217,59,14477,4294963828,8248,315,484,4294967289,4294966720,4294966720,4294966720
937148834,6465362,6476912,14128,5035,6260,4294967081,4294967095,4294967001,10885,7919,10794,155,319,74,14284,4294963876,8299,365,585,89,4294966726,4294966726,4294966726
937154847,6465527,6476960,14130,5017,6256,4294967083,4294967149,4294967011,10798,7895,10760,137,383,87,14254,4294963957,8302,268,503,4294967254,4294966721,4294966721,4294966721
937160831,6465615,6476781,14061,5018,6352,4294967263,4294967248,4294967015,10773,7849,10715,122,416,85,14240,4294963918,8280,270,636,4294967293,4294966725,4294966725,4294966725
937166841,6465002,6476571,14081,4964,6320,41,2,4294967008,10668,7827,10768,50,428,59,14200,4294963934,8095,291,738,11,4294966720,4294966720,4294966720
937172844,6465472,6477094,13976,5043,6320,103,31,4294966991,10607,7823,10766,74,429,76,14359,4294963765,7983,568,997,317,4294966719,4294966719,4294966719
937178847,6465467,6477323,13920,5136,6494,79,64,4294967044,10516,7812,10782,5,353,42,14297,4294964025,7871,947,1264,707,4294966718,4294966718,4294966718
937184863,6464806,6476937,13880,5000,6486,119,23,4294967048,10447,7838,10735,4294967267,240,27,14058,4294964254,7906,1339,1649,1016,4294966707,4294966707,4294966707
937190843,6464705,6476965,13898,5033,6490,24,4294967253,4294966998,10411,7827,10686,4294967218,163,4294967282,13848,4294964618,8146,250,1512,417,4294966722,4294966722,4294966722
937196843,6464895,6476689,13852,5089,6505,130,4294967156,4294967016,10455,7769,10604,4294967228,191,18,13977,4294964202,8169,4294967258,1657,527,4294966720,4294966720,4294966720
937202864,6465307,6476712,13846,5180,6512,36,4294967026,4294966984,10439,7748,10535,16,350,75,14073,4294964164,8169,4294967017,1396,432,4294966709,4294966709,4294966709
937208851,6465133,6477038,13843,5231,6534,77,4294966955,4294967004,10442,7797,10435,40,509,96,14110,4294964041,8184,4294966997,1208,547,4294966714,4294966714,4294966714
937214838,6465540,6477127,13917,5213,6376,86,4294966890,4294967017,10432,7862,10440,62,562,123,14303,4294963921,8156,4294967097,1095,647,4294966723,4294966723,4294966723
937220841,6466092,6477161,13897,5315,6206,200,4294966911,4294967058,10444,7845,10469,112,551,162,13938,4294964095,8379,4294967051,966,380,4294966721,4294966721,4294966721
937226849,6465750,6477226,13884,5416,6174,223,4294966948,4294967093,10469,7738,10569,115,489,148,14009,4294963880,8223,4294966969,850,289,4294966720,4294966720,4294966720
937232851,6465483,6476789,13785,5313,6176,186,4294967036,4294967102,10478,7775,10636,111,473,143,14099,4294963897,8306,4294967006,807,223,4294966719,4294966719,4294966719
937238840,6466356,6477322,13838,5418,6169,154,4294967167,4294967112,10511,7763,10665,4294967278,401,135,14000,4294963919,8259,4294967030,751,185,4294966724,4294966724,4294966724
937244843,6465531,6476986,13864,5466,6143,44,18,4294967095,10470,7826,10712,4294967237,379,76,13995,4294963974,8330,4294967064,726,152,4294966718,4294966718,4294966718
937250847,6465114,6476909,13805,5431,6124,4294967262,157,4294967094,10492,7790,10752,4294967203,287,40,14043,4294964019,8294,4294967055,692,133,4294966717,4294966717,4294966717
937256857,6465857,6477385,13791,5429,6315,4294967173,198,4294967103,10451,7740,10683,4294967238,261,8,14028,4294964052,8267,4294967005,678,131,4294966711,4294966711,4294966711
937262852,6465488,6476775,13741,5450,6359,4294967109,193,4294967135,10438,7740,10727,4294967218,203,4294967243,14090,4294964051,8398,4294966941,623,85,4294966714,4294966714,4294966714
